ORGANIZATION_ETXT,NSM_CD,NOTE_ETXT,NOTES_FTXT,PSTREET,PCITY,PPROVINCE,PPOSTAL,PCOUNTRY,MSTREET,MCITY,MPROVINCE,MPOSTAL,MCOUNTRY,CLASS_TYPE_ETXT,CLASS_ETXT,CLASS_TYPE_FTXT,CLASS_FTXT
Exact Enterprises Inc. d.b.a. Victory Rig Equipment Corp.,R86,,,#54 - 37337 Burnt Lake Trail,Red Deer County,Alberta,T4S 2K5,CANADA,#1 7884 49 Ave.,Red Deer County,Alberta,J4L 2B5,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Excel Materiaux Composites Inc.,N95,,,300 Rue Du Parc,East Broughton,Quebec,G0N 1G0,CANADA,300 Rue Du Parc,East Broughton,Quebec,G0N 1G0,CANADA,Trailer,Trailer - Horse/Stock [Standard],Remorque,"Remorque, standard, pour chevaux/betails"
Excel Materiaux Composites Inc.,N95,,,300 Rue Du Parc,East Broughton,Quebec,G0N 1G0,CANADA,300 Rue Du Parc,East Broughton,Quebec,G0N 1G0,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Expertec Van Systems Inc.,U37,,,9620-62nd Ave,Edmonton,Alberta,T6E 0E2,CANADA,9620-62nd Ave,Edmonton,Alberta,T6E 0E2,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Expertec Van Systems Inc.,U37,,,9620-62nd Ave,Edmonton,Alberta,T6E 0E2,CANADA,9620-62nd Ave,Edmonton,Alberta,T6E 0E2,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Expertec Van Systems Inc.,U37,,,9620-62nd Ave,Edmonton,Alberta,T6E 0E2,CANADA,9620-62nd Ave,Edmonton,Alberta,T6E 0E2,CANADA,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
Express Custom Trailer Mfg. Inc.,M35,,,1365 Alberni Highway,Parksville,British Columbia,V9P 2B8,CANADA,Box 576,Parksville,,V9P 2G6,NOT ENTERED,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Express Custom Trailer Mfg. Inc.,M35,,,1365 Alberni Highway,Parksville,British Columbia,V9P 2B8,CANADA,Box 576,Parksville,,V9P 2G6,NOT ENTERED,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Express Custom Trailer Mfg. Inc.,M35,,,1365 Alberni Highway,Parksville,British Columbia,V9P 2B8,CANADA,Box 576,Parksville,,V9P 2G6,NOT ENTERED,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
F&R Steelcraft Industries Inc.,C57,,,106 Avenue South East,Calgary,Alberta,T2C 0Y4,CANADA,"3513 Bay ""F"", 78th Ave",Calgary,Alberta,T2C 1J7,CANADA,Trailer,Trailer - Semi Trailer [Air],Remorque,"Remorque, semi, [frein a air]"
F&R Steelcraft Industries Inc.,C57,,,106 Avenue South East,Calgary,Alberta,T2C 0Y4,CANADA,"3513 Bay ""F"", 78th Ave",Calgary,Alberta,T2C 1J7,CANADA,Trailer,Trailer - Tank [Air],Remorque,"Remorque citerne, [frein a air]"
F&R Steelcraft Industries Inc.,C57,,,106 Avenue South East,Calgary,Alberta,T2C 0Y4,CANADA,"3513 Bay ""F"", 78th Ave",Calgary,Alberta,T2C 1J7,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
F.A.S.T. Industries Ltd.,Z08,,,82 Ave,Edmonton,Alberta,T6B 0E5,CANADA,,,,,,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
FABMASTER LTD.,Y98,,,4313 76 Avenue NW,Edmonton,Alberta,T6B 2H7,CANADA,,,,,,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
FABMASTER LTD.,Y98,,,4313 76 Avenue NW,Edmonton,Alberta,T6B 2H7,CANADA,,,,,,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
FCA Canada Inc. (Chrysler),972,,,Rhodes Drive,Windsor,Ontario,N8W 5B5,CANADA,Rhodes Drive,Windsor,Ontario,N8W 5B5,CANADA,Bus,Miscellaneous Bus,Autobus,Autres autobus
FCA Canada Inc. (Chrysler),972,,,Rhodes Drive,Windsor,Ontario,N8W 5B5,CANADA,Rhodes Drive,Windsor,Ontario,N8W 5B5,CANADA,Chassis-Cab,Chassis-Cab (< 4536 kg),Ch?›ssis-cabine,Chassis-cabine (< 4536 kg)
FCA Canada Inc. (Chrysler),972,,,Rhodes Drive,Windsor,Ontario,N8W 5B5,CANADA,Rhodes Drive,Windsor,Ontario,N8W 5B5,CANADA,Chassis-Cab,Chassis-Cab (>= 4536 kg),Ch?›ssis-cabine,Chassis-cabine (>=4536 kg)
FCA Canada Inc. (Chrysler),972,,,Rhodes Drive,Windsor,Ontario,N8W 5B5,CANADA,Rhodes Drive,Windsor,Ontario,N8W 5B5,CANADA,MPV,MPV < 10k lbs,V??hicule de tourisme ?ÿ usages multiple,"VTUM (<10,000 lbs)"
FCA Canada Inc. (Chrysler),972,,,Rhodes Drive,Windsor,Ontario,N8W 5B5,CANADA,Rhodes Drive,Windsor,Ontario,N8W 5B5,CANADA,MPV,MPV >= 10k lbs,V??hicule de tourisme ?ÿ usages multiple,"VTUM >= 10,000 lbs"
FCA Canada Inc. (Chrysler),972,,,Rhodes Drive,Windsor,Ontario,N8W 5B5,CANADA,Rhodes Drive,Windsor,Ontario,N8W 5B5,CANADA,Passenger Car,"Passenger Car, OEM",V??hicule de tourisme,Voiture de tourisme
FCA Canada Inc. (Chrysler),972,,,Rhodes Drive,Windsor,Ontario,N8W 5B5,CANADA,Rhodes Drive,Windsor,Ontario,N8W 5B5,CANADA,Truck Body,Truck OEM (>= 4536 kg),Camion,Camion (>= 4536 kg)
FINISH LINE INDUSTRIES LTD,Y39,,,7612 - 43 Street,Leduc,Ontario,T9E 7E8,CANADA,,,,,,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
FINISH LINE INDUSTRIES LTD,Y39,,,7612 - 43 Street,Leduc,Ontario,T9E 7E8,CANADA,,,,,,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
FRF Fabrication Inc.,V93,,,431 Henry Street,Brantford,Ontario,N3S 7V6,CANADA,431 Henry Street,Brantford,Ontario,N3S 7V6,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
FRF Fabrication Inc.,V93,,,431 Henry Street,Brantford,Ontario,N3S 7V6,CANADA,431 Henry Street,Brantford,Ontario,N3S 7V6,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
FRF Fabrication Inc.,V93,,,431 Henry Street,Brantford,Ontario,N3S 7V6,CANADA,431 Henry Street,Brantford,Ontario,N3S 7V6,CANADA,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
FRP Manufacturing Inc o/a (Fiberglass Canada),R04,,,"RR#5, Site 501, Box 11",Saskatoon,Saskatchewan,S7K 3J8,CANADA,"RR#5, Site 501, Box 11",Saskatoon,Saskatchewan,S7K 3J8,CANADA,Trailer,Trailer - Snowmobile,Remorque,Remorque motoneige
FRP Manufacturing Inc o/a (Fiberglass Canada),R04,,,"RR#5, Site 501, Box 11",Saskatoon,Saskatchewan,S7K 3J8,CANADA,"RR#5, Site 501, Box 11",Saskatoon,Saskatchewan,S7K 3J8,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
FUSION PRODUCTION SYSTEMS INC.,Z53,,,Belich Crescent,Red Deer County,Alberta,T4S 2K5,CANADA,,,,,,Trailer,Trailer - Light Duty [Standard],Remorque,Remorque legere [Standard]
Fabal Fabrication Ltd.,E18,,,"Box 72036, Ottewell P.O.",Edmonton,Alberta,T6B 3A7,CANADA,"Box 72036, Ottewell P.O.",Edmonton,Alberta,T6B 3A7,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Fabrication Damsen Inc.,U31,,,1069 Route 133,St-Armand,Quebec,J0J 1T0,CANADA,,,,,,Trailer,Trailer - Semi Trailer [Air],Remorque,"Remorque, semi, [frein a air]"
Fabrication Delta inc.,M71,,,"300, rue Alexis-Poirier",St-Sim??on,Quebec,G0C 3A0,CANADA,"300, rue Alexis-Poirier",St-Sim??on,Quebec,G0C 3A0,CANADA,Trailer,Trailer - Horse/Stock [Standard],Remorque,"Remorque, standard, pour chevaux/betails"
Fabrications DALJI Inc.,W21,,,"102, rue du Menuisier",St-Isidore,Quebec,G0S 2S0,CANADA,"102, rue du Menuisier",St-Isidore,Quebec,G0S 2S0,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Fabrimex Inc.,F18,,,9200 22 Avenue,St-Georges Est-beauce,Quebec,N/A,CANADA,9200 22 Avenue,St-Georges Est-beauce,Quebec,G5Y 7R6,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Fabrinord Ltee.,207,,,853 Route 111,La Sarre,Quebec,J9Z 2X5,CANADA,"853 Route 111, C.P. 214",La Sarre,Quebec,J9Z 2X5,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Fabrinord Ltee.,207,,,853 Route 111,La Sarre,Quebec,J9Z 2X5,CANADA,"853 Route 111, C.P. 214",La Sarre,Quebec,J9Z 2X5,CANADA,Incomplete Vehicle,Intermediate Stage -- GA/GVWR increase,Incomplete Vehicle - not translated,Intermediate Stage -- GA/GVWR increase (not translated)
Fabrinord Ltee.,207,,,853 Route 111,La Sarre,Quebec,J9Z 2X5,CANADA,"853 Route 111, C.P. 214",La Sarre,Quebec,J9Z 2X5,CANADA,Incomplete Vehicle,Intermediate Stage -- Wheelbase Alternation,Incomplete Vehicle - not translated,Intermediate Stage -- Wheelbase Alternation (not translated)
Fabrinord Ltee.,207,,,853 Route 111,La Sarre,Quebec,J9Z 2X5,CANADA,"853 Route 111, C.P. 214",La Sarre,Quebec,J9Z 2X5,CANADA,Trailer,Trailer - Pole [Air],Remorque,"Remorque a charge longue, [frein a air]"
Fabrinord Ltee.,207,,,853 Route 111,La Sarre,Quebec,J9Z 2X5,CANADA,"853 Route 111, C.P. 214",La Sarre,Quebec,J9Z 2X5,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Fabrinord Ltee.,207,,,853 Route 111,La Sarre,Quebec,J9Z 2X5,CANADA,"853 Route 111, C.P. 214",La Sarre,Quebec,J9Z 2X5,CANADA,Truck Body,Final Stage - GA/GVWR increases,Camion,Fab. Finale - Augmentations du PNBE/PNBV
Fabrinord Ltee.,207,,,853 Route 111,La Sarre,Quebec,J9Z 2X5,CANADA,"853 Route 111, C.P. 214",La Sarre,Quebec,J9Z 2X5,CANADA,Truck Body,Final Stage - Wheelbase Alterations,Camion,Fab. Finale - Modifications d'empattement
Fabrox Inc.,N44,,,8350 Boulevard Industriel,Trois-Rivi??res,Quebec,G9A 5E1,CANADA,8350 Boulevard Industriel,Trois-Rivi??res,Quebec,G9A 5E1,CANADA,Trailer,Trailer - Cargo [Standard],Remorque,Remorque Cargo [standard]
Fabrox Inc.,N44,,,8350 Boulevard Industriel,Trois-Rivi??res,Quebec,G9A 5E1,CANADA,8350 Boulevard Industriel,Trois-Rivi??res,Quebec,G9A 5E1,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Falcon Equipment Ltd.,T90,,,18412 96th Ave,Surrey,British Columbia,V4N 3P8,CANADA,18412 96th Ave,Surrey,British Columbia,V4N 3P8,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Falcon Equipment Ltd.,T90,,,18412 96th Ave,Surrey,British Columbia,V4N 3P8,CANADA,18412 96th Ave,Surrey,British Columbia,V4N 3P8,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Falcon Equipment Ltd.,T90,,,18412 96th Ave,Surrey,British Columbia,V4N 3P8,CANADA,18412 96th Ave,Surrey,British Columbia,V4N 3P8,CANADA,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
Falcon Equipment Ltd.,T90,,,18412 96th Ave,Surrey,British Columbia,V4N 3P8,CANADA,18412 96th Ave,Surrey,British Columbia,V4N 3P8,CANADA,Truck Body,Vehicle Alterer - Wheelbase alterations,Camion,Modificateur de v??hicule - Modifications d'empattement
Fanotech Waste Equipement Inc.,R07,Right-hand drive,Conduite du c??t?? droit,200 Waydom Drive,Ayr,Ontario,N0B 1E0,CANADA,200 Waydom Drive,Ayr,Ontario,N0B 1E0,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Farmbro Inc.,I65,,,4200 Sladeview Cres,Mississauga,Ontario,L5L 5Z2,CANADA,4200 Sladeview Crescent,Mississauga,Ontario,L5L 5Z2,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Farmbro Inc.,I65,,,4200 Sladeview Cres,Mississauga,Ontario,L5L 5Z2,CANADA,4200 Sladeview Crescent,Mississauga,Ontario,L5L 5Z2,CANADA,Truck Body,Truck OEM (>= 4536 kg),Camion,Camion (>= 4536 kg)
Federated Co-operatives Ltd,N75,,,2107 E Turvey Road,Regina,Saskatchewan,S4N 3W1,CANADA,Box 1050 401 - 22nd Street East,Regina,Saskatchewan,S7H 0H2,CANADA,Tire,New Tires,Pneu,"Pneu, nouveau"
Federated Co-operatives Ltd,N75,,,2107 E Turvey Road,Regina,Saskatchewan,S4N 3W1,CANADA,Box 1050 401 - 22nd Street East,Regina,Saskatchewan,S7H 0H2,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Fer Plus Enr.,G77,,,25 Chemin De La Minerve,La Minerve,Quebec,N/A,CANADA,25 Chemin De La Minerve,La Minerve,Quebec,J0T 1S0,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Ferguson Thresher Company,279,,,P.O. Box 16,Maxville,Ontario,K0C 1T0,CANADA,P.O. Box 16,Maxville,Ontario,K0C 1T0,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Fericar Inc.,C32,All RIG equipped trailers are CMVSS 223 compliant.,Toutes les remorques munies d'un dispositif de protection arri??re sont conformes ?ÿ NSVAC 223.,112 route 155,Chambord,Quebec,G0W 1G0,CANADA,112 route 155,Chambord,Quebec,G0W 1G0,CANADA,Trailer,Trailer - Semi Trailer [Air],Remorque,"Remorque, semi, [frein a air]"
Fiba Canning Inc.,158,,,2651 Markham Road,Scarborough,Ontario,M1X 1M4,CANADA,2651 Markham Road,Scarborough,Ontario,M1X 1M4,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Fiba Canning Inc.,158,,,2651 Markham Road,Scarborough,Ontario,M1X 1M4,CANADA,2651 Markham Road,Scarborough,Ontario,M1X 1M4,CANADA,Trailer,Trailer - Tank [Air],Remorque,"Remorque citerne, [frein a air]"
Fiba Canning Inc.,158,,,2651 Markham Road,Scarborough,Ontario,M1X 1M4,CANADA,2651 Markham Road,Scarborough,Ontario,M1X 1M4,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Fibermax Systems Inc.,R20,,,5674 Production Way,Langley,British Columbia,V3A 4N4,CANADA,5674 Production Way,Langley,British Columbia,V3A 4N4,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Fibro Concept ??volution Inc.,K11,,,"927, Route 111 Ouest",Taschereau,Quebec,J0Z 3N0,CANADA,"927, Route 111 Ouest",Taschereau,Quebec,J0Z 3N0,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Fifties Trailers Inc.,L22,,,2070 Concord Avenue,Coquitlam,British Columbia,V3K 5S9,CANADA,2070 Concord Avenue,Coquitlam,British Columbia,V3K 5S9,CANADA,Trailer,Trailer - Recreational RV [Standard],Remorque,Remorque de camping [standard]
First Choice Upholstery,D04,,,General Delivery,Airdrie,Alberta,N/A,CANADA,PO Box 3715,Airdrie,Alberta,T4B 2B2,CANADA,MPV,MPV / Van Conversion < 10k lbs,V??hicule de tourisme ?ÿ usages multiple,"VTUM modifie (<10,000 lbs)"
First Truck Center Inc. d.b.a. FTC South,W06,,,5810 - 50th Street,Edmonton,Alberta,T6B 3C4,CANADA,5810 - 50th Street,Edmonton,Alberta,T6B 3C4,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
First Truck Center Inc. d.b.a. FTC South,W06,,,5810 - 50th Street,Edmonton,Alberta,T6B 3C4,CANADA,5810 - 50th Street,Edmonton,Alberta,T6B 3C4,CANADA,Incomplete Vehicle,Intermediate Stage -- GA/GVWR increase,Incomplete Vehicle - not translated,Intermediate Stage -- GA/GVWR increase (not translated)
First Truck Center Inc. d.b.a. FTC South,W06,,,5810 - 50th Street,Edmonton,Alberta,T6B 3C4,CANADA,5810 - 50th Street,Edmonton,Alberta,T6B 3C4,CANADA,Incomplete Vehicle,Intermediate Stage -- Wheelbase Alternation,Incomplete Vehicle - not translated,Intermediate Stage -- Wheelbase Alternation (not translated)
First Truck Center Inc. d.b.a. FTC South,W06,,,5810 - 50th Street,Edmonton,Alberta,T6B 3C4,CANADA,5810 - 50th Street,Edmonton,Alberta,T6B 3C4,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
First Truck Center Inc. d.b.a. FTC South,W06,,,5810 - 50th Street,Edmonton,Alberta,T6B 3C4,CANADA,5810 - 50th Street,Edmonton,Alberta,T6B 3C4,CANADA,Truck Body,Final Stage - GA/GVWR increases,Camion,Fab. Finale - Augmentations du PNBE/PNBV
First Truck Center Inc. d.b.a. FTC South,W06,,,5810 - 50th Street,Edmonton,Alberta,T6B 3C4,CANADA,5810 - 50th Street,Edmonton,Alberta,T6B 3C4,CANADA,Truck Body,Final Stage - Wheelbase Alterations,Camion,Fab. Finale - Modifications d'empattement
First Truck Center Inc. d.b.a. FTC South,W06,,,5810 - 50th Street,Edmonton,Alberta,T6B 3C4,CANADA,5810 - 50th Street,Edmonton,Alberta,T6B 3C4,CANADA,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
First Truck Center Inc. d.b.a. FTC South,W06,,,5810 - 50th Street,Edmonton,Alberta,T6B 3C4,CANADA,5810 - 50th Street,Edmonton,Alberta,T6B 3C4,CANADA,Truck Body,Vehicle Alterer - Wheelbase alterations,Camion,Modificateur de v??hicule - Modifications d'empattement
First Truck Center Inc. d.b.a. FTC South,W06,,,5810 - 50th Street,Edmonton,Alberta,T6B 3C4,CANADA,5810 - 50th Street,Edmonton,Alberta,T6B 3C4,CANADA,Truck Body,Vehicle Alterer GA/GVWR increases,Camion,Modificateur de v??hicule - augmentation du PNBE/PNBV
"First Truck Centre Inc. (Edmonton, AB)",W06,,,11313 - 170th Street,Edmonton,Alberta,T5M 3P5,CANADA,11313 - 170th Street,Edmonton,Alberta,T5M 3P5,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
"First Truck Centre Inc. (Edmonton, AB)",W06,,,11313 - 170th Street,Edmonton,Alberta,T5M 3P5,CANADA,11313 - 170th Street,Edmonton,Alberta,T5M 3P5,CANADA,Incomplete Vehicle,Intermediate Stage -- GA/GVWR increase,Incomplete Vehicle - not translated,Intermediate Stage -- GA/GVWR increase (not translated)
"First Truck Centre Inc. (Edmonton, AB)",W06,,,11313 - 170th Street,Edmonton,Alberta,T5M 3P5,CANADA,11313 - 170th Street,Edmonton,Alberta,T5M 3P5,CANADA,Incomplete Vehicle,Intermediate Stage -- Wheelbase Alternation,Incomplete Vehicle - not translated,Intermediate Stage -- Wheelbase Alternation (not translated)
"First Truck Centre Inc. (Edmonton, AB)",W06,,,11313 - 170th Street,Edmonton,Alberta,T5M 3P5,CANADA,11313 - 170th Street,Edmonton,Alberta,T5M 3P5,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
"First Truck Centre Inc. (Edmonton, AB)",W06,,,11313 - 170th Street,Edmonton,Alberta,T5M 3P5,CANADA,11313 - 170th Street,Edmonton,Alberta,T5M 3P5,CANADA,Truck Body,Final Stage - GA/GVWR increases,Camion,Fab. Finale - Augmentations du PNBE/PNBV
"First Truck Centre Inc. (Edmonton, AB)",W06,,,11313 - 170th Street,Edmonton,Alberta,T5M 3P5,CANADA,11313 - 170th Street,Edmonton,Alberta,T5M 3P5,CANADA,Truck Body,Final Stage - Wheelbase Alterations,Camion,Fab. Finale - Modifications d'empattement
"First Truck Centre Inc. (Edmonton, AB)",W06,,,11313 - 170th Street,Edmonton,Alberta,T5M 3P5,CANADA,11313 - 170th Street,Edmonton,Alberta,T5M 3P5,CANADA,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
"First Truck Centre Inc. (Edmonton, AB)",W06,,,11313 - 170th Street,Edmonton,Alberta,T5M 3P5,CANADA,11313 - 170th Street,Edmonton,Alberta,T5M 3P5,CANADA,Truck Body,Vehicle Alterer - Wheelbase alterations,Camion,Modificateur de v??hicule - Modifications d'empattement
"First Truck Centre Inc. (Edmonton, AB)",W06,,,11313 - 170th Street,Edmonton,Alberta,T5M 3P5,CANADA,11313 - 170th Street,Edmonton,Alberta,T5M 3P5,CANADA,Truck Body,Vehicle Alterer GA/GVWR increases,Camion,Modificateur de v??hicule - augmentation du PNBE/PNBV
First Truck Centre Inc. d.b.a. FTC Vancouver,W06,,,18688 96th Avenue,Surrey,British Columbia,V4N 3P9,CANADA,18688 96th Avenue,Surrey,British Columbia,V4N 3P9,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
First Truck Centre Inc. d.b.a. FTC Vancouver,W06,,,18688 96th Avenue,Surrey,British Columbia,V4N 3P9,CANADA,18688 96th Avenue,Surrey,British Columbia,V4N 3P9,CANADA,Incomplete Vehicle,Intermediate Stage -- GA/GVWR increase,Incomplete Vehicle - not translated,Intermediate Stage -- GA/GVWR increase (not translated)
First Truck Centre Inc. d.b.a. FTC Vancouver,W06,,,18688 96th Avenue,Surrey,British Columbia,V4N 3P9,CANADA,18688 96th Avenue,Surrey,British Columbia,V4N 3P9,CANADA,Incomplete Vehicle,Intermediate Stage -- Wheelbase Alternation,Incomplete Vehicle - not translated,Intermediate Stage -- Wheelbase Alternation (not translated)
First Truck Centre Inc. d.b.a. FTC Vancouver,W06,,,18688 96th Avenue,Surrey,British Columbia,V4N 3P9,CANADA,18688 96th Avenue,Surrey,British Columbia,V4N 3P9,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
First Truck Centre Inc. d.b.a. FTC Vancouver,W06,,,18688 96th Avenue,Surrey,British Columbia,V4N 3P9,CANADA,18688 96th Avenue,Surrey,British Columbia,V4N 3P9,CANADA,Truck Body,Final Stage - GA/GVWR increases,Camion,Fab. Finale - Augmentations du PNBE/PNBV
First Truck Centre Inc. d.b.a. FTC Vancouver,W06,,,18688 96th Avenue,Surrey,British Columbia,V4N 3P9,CANADA,18688 96th Avenue,Surrey,British Columbia,V4N 3P9,CANADA,Truck Body,Final Stage - Wheelbase Alterations,Camion,Fab. Finale - Modifications d'empattement
